Text,Cluster,Total
commitments role governance scales years signing paris agreement flurry nonstate state actors declarations commitments deforestation climate mitigation solution paper rio branco declaration rbd firstorder jurisdictions brazil indonesia mexico peru deforestation support community study jurisdictions commitment terms deforestation subset factors progress existence targets jurisdictions frameworks support jurisdictions progress target jurisdictions brazil jurisdictions target deforestation trajectories mato grosso state target framework rbd target response rbd pledge response declaration majority funding efforts source relationship finance rbd deforestation target jurisdictions pledges progress jurisdictions performance respect target circumstances context support deforestation trajectories rbd signatories study gtco2e greenhouse gas emissions reduction warming 15c gtco2e rbd target copyright stickler david chan ardila bezerra,0,146
indonesia dilemma food product food requirement population land resources health soil ecosystem climate change soils indonesia soils impacts indonesia rise temperature decade sea level srl year drought floods change rainfall intensity rainfall pattern shifting planting season decreasing crops loss coastline increases consequence livelihoods inhabitants population lowland agriculture paddy fields area java bali sulawesi kalimantan sumatera lombok island effort health soil ecosystem productivity climate change climate cssa objectives cssa productivity income improve health soils ecosystem resilience climate change ghgs cssa climate farming village cssfv soils ecosystem farmers ghgs productivity income farmer food security ways licence iop publishing ltd,0,146
wastepaper wastepaper groundwater greenhouse gas emissions approaches concept supply chain practices thinking supply chain practices waste business models supply chain functions issue studies concept methods model resource allocation difficulty supply chain practices method factor analysis synthetic decisionmaking trial evaluation laboratory methods analysis results awareness engagement factors attempts waste recycling reuse reduction practices studies informa trading taylor francis group,0,146
indonesia hotspot plant diversity country plants value people climate change distribution plants indonesia study greenhouse gas emission scenarios rcp45 rcp85 midterm projection projection effect climate change plants distribution indonesia scenarios species richness half distribution area plant species half plant species populations distribution area plant species islands papua sulawesi reduction distribution area addition twothirds species areas climate climate scenarios plant species climate change future priority conservation actions indonesia results areas species term situ situ conservation indonesia authors,0,146
capital east kalimantan city fears damage island borneo worlds biodiversity hotspots carbon sinks precedents capitals understanding impacts indonesias capital nighttime lights growth footprint capitals landuse analyses impacts environment assessment footprint capital core decades midcentury ecosystems capitals footprint forest reserves deforestation emissions capitals footprint mtco2e mtco2e indonesias greenhouse gas emissions capitals geographies cities nationstates meanings symbolisms power relations impacts catalyst performance borneo indonesia use practices impact assessment sustainability step borneo authors mdpi basel switzerland,0,146
cement industry role infrastructure development growth process threat sustainability increase relationship energy consumption pollution environment greenhouse gas ghg emissions cement industry government issue policies producers manufacturing principle study impact policies manufacturing cement industry study results diagram causal loop model cement industry variables aspects acm,0,146
biofuels attention policymakers medium concerns energy security climate change development paper policies nations instruments decade mandates incentives subsidies import tariffs greenhouse gas ghg emission carbon trading countries continent asia india china malaysia indonesia thailand europe european union germany france south america brazil argentina north america usa canada australia paper mandates impact realization policy targets impact policies development sustainability nations countries sugarcane corn grains vegetable oils feedstock production concerns impact food prices food availability people policies paper refer policy instruments strategies programs production consumption biofuels ethanol copyright francoangeli copia uso personale riproduzione totale dellopera con qualsiasi mezzo sua messa disposizione terzi sia forma gratuita sia pagamento,0,146
oil gas production activities greenhouse gases ghg accountability mitigation indonesias ghg emission contribution ndc tier1 panel climate change ipcc method company methodology ghg emission contribution industry ghg emission paper ghg inventory production facility american petroleum institute api compendium methodology tier1 ipcc methodology ghg emission api method ipcc method methods fuel combustion sources ghg emission sources fuel combustion flaring emission sources venting study ghg inventory ghg calculation method industry segment evaluation ghg inventory reference industry emission factors database industry segment authors edp sciences,0,146
fruit bunch efb residue palm oil processing indonesia biomass ethylene use lignocellulosic biomass feedstock problem fossilsources depletion term aspen plus process ethylene production impact process life cycle assessment method warming acidification eutrophication ozone depletion creation cradletogate lca study ethylene production efb warming gwp impact environment value co2 eqkg ethylene biomass material ethylene impact warming fossil presence carbon content lignocellulosic biomass burden lignin account product study reduction greenhouse gas ghg emission sequestration co2 effect ghg emission curtin university john wiley sons ltd,0,146
milk yield cow climate change mitigation strategy smallscale dairy farms countries cow productivity mitigation options production strategy aim study entry points mitigation ghg emissions smallscale dairy farms lembang subdistrict west java indonesia herd composition productivity feeding manure management survey dairy farms characteristics farms milkcowy medium milkcowy milk yields milkcowy life cycle assessment cradletofarm gate ghg emission intensity farms relationship milk yield cow farms farms farms results milk yield variance farms farms milk yields farms tofu waste compound feed feed costs farms milk yields farms milk yields manure farm land farms milk yields farms cows rice straw cassava waste compound concentrate type concentrates byproducts milling industries farms addition farms manure manure manure digestion spreading manure farmland farms associations factors farm management factors milk yield variation entry points ghg mitigation rice straw manure mitigation strategies tradeoffs issues impacts foodfeed competition copyright vries zahra van middelaar oosting tiesnamurti vellinga,0,146
countries agreement climate change paris december paris agreement countries greenhouse gas emissions aim temperature rise degrees celsius levels smoke crisis nino season areas drought fact years fog history indonesia death toll half people diseases doomsday world process extinction humans victims mass extinction process experts mass extinction researcher paul ehrlich stanford university biology professor years earths life extinctions extinctions years extinction dinosaurs revolution leap sector information communication technology production process industry value chain birth business models bases efficiency quality products betterthis writing technology development era revolution indonesia era species extinction licence iop publishing ltd,0,146
indian ocean dipole iod mode variability indian ocean changes climate weather australia east africa indonesia response iod climate studies circulation models multimodel ensembles insight iods response greenhouse gases limitations role climate variability community earth system model cesmle iod presentday simulations variability influences properties iod response climate despite perturbations conditions difference members relationships state arise spread iod responses greenhouse gases bjerknes feedback differences thermocline depth climate variability variations amplitude skewness zonal sea surface temperature gradient authors,0,146
livestock sector increase warming gas fermentation manure management estimation calculation aim study contribution greenhouse gas ghg emission livestock sector alu tool version west java province year case emission tier1 methodologies data livestock population emission factors ch4 n2o livestock results emission fermentation ch4year co2eyear emission sheep ch4year emission ch4 manure ch4year co2eyear emission dairy cattle ch4year co2eyear n2o emission manure n2oyear co2eyear emission sheep n2oyear co2eyear conclusion emission livestock sector west java province co2eyear emission fermentation co2eyear study alu tool ghg emission livestock indonesia data licence iop publishing ltd,0,146
countries economies development energy transition climate governance paper panel cointegration technique longrun relationship carbon emissions factors capita gdp energy consumption trade fossil proportion quadratic capita gdp countries findings existence longrun equilibrium coefficients ols fmols features curve kuznets curve ekc theory countries mexico croatia kazakhstan iran algeria indonesia thailand energy consumption impacts carbon emissions effect trade nations trade surpluses fossil energy share impact paper contribution countries carbon emission reduction attention assistance springerverlag gmbh germany nature,0,146
background industries indonesia materials coal oil gas contributors pollution development indonesia impact decline quality companies participation pollution carbon emission disclosure greenhouse gases objective study effect size media exposure profitability leverage carbon emission disclosure companies indonesia stock exchange criteria method study samples companies company samples sampling method criteria ministry environment publication indonesia stock exchange study types research data regression analysis results carbon emission disclosure variation carbon emission disclosure data assets company study profitability return asset company media value leverage value conclusion variables carbon emission disclosure size media exposure leverage profitability variable effect carbon emission disclosure journal health research development rights,0,146
archipelago nation sea transportation development logistics distribution islands kmp kapal motor penumpang portlink iii ferries government indonesia sunda strait ferry vessel transportation modes indonesia greenhouse gas emissions indonesia need research energy application vessel greenhouse gas emissions impact environment panels consideration radiation installation photovoltaic portlink iii mwhday fuel reduction liters study results savings breakeven point years ieee,0,146
roads road networks indonesia transportation infrastructure construction roads impacts environment release greenhouse gases ghg order strategy development transportation infrastructure ghg emissions road construction cycle aims study release ghg efforts ghg emissions construction road pavements life cycle assessment energy consumption ghg emissions approaches opportunities ghg emissions sustainability road constructions results material processing material transportation ghg emissions analysis predictor ghg pavement distance source plant strategies reduction ghg emissions case construction materials cement ghg emissions materials distance transportation aggregates result strategy cement fly ash asphalt ghg journal science engineering information technology,0,146
indonesia sector economy responsibilities greenhouse gas ghg emissions emission bau purpose study research impact factors carbon emissions relationship causal loop diagram step system approach result causal loop diagram system carbon emission relationship growth carbon emission policies indonesia energy conservation indonesias emission targets authors ltd,0,146
efficiency sustainability fruit bunches ffb production issue oil palm elaeis guineensis jacq countries indonesia issue tradeoffs variables plantation smallholders result companies tradeoffs ghg emission factor productivity pfp ffb production data lca assessment study practices smallholders ffb production practices companies smallholders tradeoffs impact efficiency co2eqkg ffb times tradeoffs ffb production companies co2eqkg ffb changes management fertilizers rate smallholders sumatera oer smallholders companies biochar technology practices tradeoff authors edp sciences,0,146
kupang city growth position australia timor increase ghg emission pollution contamination water air waste disposal practices consequence environment citys government ambition impact activity greenhouse gases ghg emission contribution paper sectors ghg emission kupang structure emission coefficients economy sectors explanation emission calculation emission inventory data lca paper trends priority sectors introduction coefficients sectors emission structure kupang kupang ghg emission bau paper ghg emission issues air emission inventory data data paper explanation implications ghg emission policy kupang detailed data process groups processes industry sectors economy activities kupang city time period warming gwp year years amounts share ghg emission kupang indonesia results ghg emission air coefficients sectors kupang method nies ghg emission inventory data researchers science indonesia geography conditions region criteria ghg emission kupang ghg emission ghg emission indonesia study government method policy measures ghg emission targets share co2e indonesia kupang gwp years years ieee,0,146
plastic shopping bags life fact plastic bags production polyethylene greenhouse gas emission pieces climate change aim study effects knowledge value price product appearance norm control intention shopping bags sampling method respondents criteria respondents bag product intention respondents criteria questionnaire instrument testing hypothesis testing equation sempls regard hypothesis level confidence rule thumb ttest results knowledge effect attitude price attitude value attitude product appearance attitude tstudents value norm control intention tstudents value licence iop publishing ltd,0,146
waste sector greenhouse gasses ghgs waste transportation cost municipality waste transportation paper role waste compaction facility emission reduction procedure days waste service area compaction facility waste density order waste disposal site bandung city indonesia trucks trips waste density truck waste compaction waste density truck waste transportation trucks fuel efficiency litre diesel emission factor defra co2 litre ghg emission reduction waste compaction co2 fact emission traffic jam way disposal site licence iop publishing ltd,0,146
environment gift god blessings environment carrying capacity life things environment science technology industry impact degradation degradation indonesia result human point deforestation peatland degradation forest fires indonesia worlds greenhouse gas emitters number research application constitution concept indonesia application technology carbon dioxide emissions indonesia research research methods statute approach research data data source library research documentation method data information constitution republic indonesia concept development provisions rights environment article 28h paragraph juncto article paragraph constitution results study constitution laws regulations issues indonesia indonesian constitution glimpse green nuance constitution environment sovereignty provisions sovereignty constitution articles rights rights environment laws constitution alignment harmonization rights assurance development proenvironment concept indonesia greenhouse gas emissions cooperation business projection indonesia results application carbon capture storage ccs stability co2 concentration ppm atmosphere impact environment leakage co2 storage carbon dioxide caprocks pores form flakes openings faults fractures traces gas oil water ccs planting area explosion ccs technology amounts energy separation co2 gas burning fuels purification gases combustion,0,146
companies iso indonesia implementers companies terms quality infrastructure documentation knowledge understanding iso iso iso approach application research smes laundry machine industry yogyakarta iso certificate research results implementation iso smes industry result approach description step understanding model iso case study location study smes clauses iso implementation iso smes environment impact waste waste formation greenhouse gases occurrence climate change licence iop publishing ltd,0,146
surabaya city indonesia location development city economy environment development sectors surabaya food transportation sectors households number populations conditions course impact surabaya city impact air quality surabaya air quality carbon dioxide co2 emissions existence carbon dioxide greenhouse gas warming climate change condition impact humans growth carbon dioxide emissions transportation sector households surabaya purpose study carbon dioxide emission prediction model surabaya,0,146
weather climate factors activities life profile measurement air pressure temperature humidity wind direction speed information weather observations structure meteorology climatology agency bmkg tool profile atmosphere greenhouse gases ghg realtime indonesia tool observation climate parameters area weather forecasting locations study authors method profile atmosphere greenhouse gases realtime method research parameters air temperature humidity air pressure carbon monoxide carbon dioxide design capacity platform meteorology climatology geophysics agency results measurement bmkg tolerance limits deviation measurement weather parameters world organization no8 air temperatures hpa mbar air pressure humidity ieee,0,146
agriculture sectors methane ch4 oxide n2o emissions attention nonco2 greenhouse gas anghg emissions emissions perspective paper characteristics ch4 n2o emissions economies emission data food agriculture organization database faostat model world database wiod results economies total anghg emissions anghg emissions japan emissions converse brazil australia india globalaverage anghg emissions capita co2eq countries china india indonesia mexico value transfer anghg emissions trade co2eq china exporter anghg emissions importer economies importers emissions chinaus chinaeu chinajapan chinarussia brazileu indiaeu indiaus trading pairs emission inventories impacts demand trade ghg emissions mitigation potentials supply chains ltd,0,146
loss degradation mangroves sources greenhouse gas ghg emissions rehabilitation carbon projects ghg emissions forests accounting requirement study attempts emissions carbon dioxide oxide methane aquaculture mangroves mangrove sites frame ghg flux context landuse static chamber measurements locations sulawesi indonesia influence variables ghg flux peak ghg flux reference sites aquaculture pond emissions productivity sites hydroperiod aquaculture pond heterogeneity conditions position influence ghg flux hydroperiod soil moisture content seaward mangroves fluxes abundance mud lobster mounds root structures mangroves flux landuse change results conversion mangroves aquaculture ponds releases rates ghgs reinstitution regimes aquaculture ponds ghg flux reduction emissions consideration forest carbon project proponents ghg emissions reductions removals,0,146
european union stabilization atmospheric greenhouse gas concentrations sectors reductions policies carbon footprint reporting scope emissions implementation policies study analysis emissions standards measures scope emissions process analysis scope scope emissions analysis scope emissions approach case study timber company carbon footprint kilograms carbondioxide equivalent correspond emissions emissions countries economies brazil russia india indonesia australia turkey china rest world advantages disadvantages novel implementation carbon emissions yale university,0,146
nizam zachman fishery port muara baru jakarta indonesia facilities collection waste wastewater treatment plants greenhouse gases climate change temperature study greenhouse gas emissions facilities ipcc tier method emission factor calculation greenhouse gas area knowledge greenport consideration strategy greenhouse gas emission waste wastewater management waste treatment comprises recycling transportation wastes landfill area waste tonsyear greenhouse gas emissions dumping transportation tons co2eqyear activities tons co2 greenhouse gas emissions addition greenhouse gas emissions emissions wastewater treatment discharge wastewater waterways drainage system wastewater treatment tank addition greenhouse gas emissions wastewater treatment drainage system tanks tons co2 estimation waste treatment greenhouse gas emissions wastewater treatment emissions increase recycling utilization methane greenhouse gas emissions waste management licence iop publishing ltd,0,146
greenhouse gases aerosols climate change health risks model climate health outcomes fossil fuel use benefits phaseout mortality rate year air pollution year nonfossil sources emissions account mortality climate aerosols influence air pollution dust aerosol aerosols hydrologic cycle emissions model rainfall regions india china central america west africa droughtprone sahel water food security aerosols rise temperature particles pollution particles warming north america northeast asia temperature increase aerosols reduction tropospheric ozone methane phaseout emissions reductions sources millions lives rainfall patterns warming national academy sciences rights,0,146
maintenance rehabilitation parts pavements life cycle effort road condition process emission greenhouse gases impact environment cycle assessment lca emissions lca unit process emissions maintenance rehabilitation road pavement research unit processes maintenance rehabilitation pavement ghg process roads indonesia case studies result energy unit ghg identification hotspot pavement maintenance process pavement maintenance activities hotspots transport process plant cement transportation plant cement processing pavement maintenance activities hotspots transportation plant transportation aggregate transportation site licence iop publishing ltd,0,146
half worlds sago production indonesia indonesias sago originates papua west papua types technology sago starch indonesia processes papua processing sago starch processes study impacts sago starch products product life cycle lca approach impacts carbon footprint ghg emissions ton sago scope product life cycle stage harvesting transportation extraction sago results study impact ghg emissions ton sago starch kgco2eq contribution extraction process process kgco2eq value impact corn starch co2eq potato starch co2eq cassava starch co2eq requirement energy input technology licence iop publishing ltd,0,146
concerns climate changes attention wastes landfills indonesias fishery industry stage capacity production systems generation wastes fish production technology fish storage processing facilities wastes landfills environment minimization program waste product option wastes landfill greenhouse gas emissions co2 methane study chemical processes fish silage production additives molasses carbon source acid experiments reactors fish observation period days results volume lactobacillus plantarum waste waterash content silage process fish wastes landfill licence iop publishing ltd,0,146
article impacts determinants capita carbon dioxide co2 emissions countries southeast asia panel dataset power capita energy use product influences capita co2 emissions southeast asia population energy consumption capita co2 emissions region results capita co2 emissions indonesia viet nam countries region policies co2 emissions environment southeast asia improvement energy efficiency countries region implementation project energy investments reduction fuel co2 emissions duty vehicles duty vehicles exploitation advantages greenhouse gas emissions cooperation countries region order emissions hong kong baptist university rights,0,146
combination urbanization industrialization expansion waste volumes wastewaters sources treatment processes impact environment health objective paper literature review application subsurface flow wetlands variety wastewaters feasibility removal efficiency benefit climate change mitigation carbon sequestration results bod5 cod tss kenya cod bod5 indonesia bod5 cod costa rica ethiopia hssfcw abatement efficiencies cod bod ranges tkn sulfates range tannery wastewater treatment wastewater treatment bod5 cod tss po4 sulfate addition water quality cws csp example cws equivalent cm2yr csp carbon sequestration potential co2 methane carbon sequestration gm2yr research results wetlands wastewater treatment techniques wastewater management strategy wastewater pollution performance efficiency sustainability conditions hssfcw plant species mediasubstrate types water depth loading retention time feeding mode kft budapest hungary,0,146
challenge nutrition science strategies balance diets food systems study greenhouse gas ghg emission food consumption preferences adults body mass index bmi methods food consumption survey information diet study studi diet totalsdt health research riskesdas food items food groups representatives rice cassava tofu beans banana chicken meat chicken liver mackerel tuna chicken egg milk palm oil sugar shallot ground coffee ghgs emission factors thai life cycle inventory database food weight gram energy intake kcal emission kgco2eq consumption food items bmi groups emission overweight obesity group kgco2eq person contributor ghg chicken meat rice chicken eggs kgco2eqpersony people obesity group food groups ghg emission conclusion finding selection food type role environment consumption food choices population impacts environment health consequences center publications japan rights,0,146
paper assessment outcomes research wetlands adaptation mitigation programme swamp swamp climate policy practice tools methods greenhouse gas ghg emissions carbon stocks flux wetlands land use landuse change forestry lulucf assessment swamps outcomes theory change toc methods toc outcomes swamp research policy interest wetlands mangroves peat forests carbon reservoirs swamps recommendations policy discourse development guidance strategies wetland management research effect climate change policies factors paris agreement indonesias contribution ndc quantification carbon stocks mangroves forest areas knowledge translation variety mechanisms engagement outcome evaluation approach way analysis research impact development outcomes bioone rights,0,146
research sectors externalities model strategies development sector research timeseries data periods province indonesia east java sectors externalities degradation variables greenhouse gas emissions carrying capacity variable ipcc guidelines green house gas inventories tier land balance approach externalities model strategies law thermodynamics equation model twostage method research income degradation capacity interrelationship credit allocation farm household investment agriculture sector degradation carrying capacity income licence iop publishing ltd,0,146
research factors narration ghg emissions disclosure indonesia phenomenon era information technology firms interests contribution management order reputation facts research companies idx report period year ghg emission disclosure data software tmailc research factors decision size board commissioners independence companies sensitivity effect companies result jonas zemaitis military academy lithuania,0,146
study impact governance board commissioners directors gender diversity committees greenhouse gas disclosure method study sampling method total manufacturing companies indonesia stock exchange regression analysis results role board commissioners control reduction greenhouse gases company board directors effect disclosure greenhouse gases emission gas reduction litigation pressure expenditure gender diversity role women men risk committees disclosure greenhouse gases establishment committee company srac society quality rights,0,146
order goods services resources pollutants countries paper analysis goods services sweden pressures terms resource use emissions identifying countries regions pressures results model prince project database exiobase data accounts pressures use land water material resources emissions greenhouse gases ghg sulphur dioxides so2 nitrogen nox particulate matters product groups goods services consumption capital investments accounts results sweden importer pressures land use material product groups pressures construction food products emissions households sulphur dioxide emissions material use product groups pressures indicators services architecture engineering dwellings motor vehicles machinery equipment resource pressures use water land material resources products product group products forestry indicators proportion pressure sweden origin majority pressures consumption land use countries origins pressure consumption china countries emissions water material countries regions rest asia pacific asia pacific indonesia taiwan australia india south korea china japan russia germany denmark spain product groups pressure combinations pattern pressures consumption need pressures levels collaboration european union bilateral,0,146
study effect company performance profitability company rating firm size ownership greenhouse gas ghg emission disclosure companies indonesia stock exchange ghg emission disclosure variable disclosure index result number companies ghg emission disclosure disclosure ghg emissions study companies sample rating rating value item companies verification years results profitability rating ownership ghg emission disclosure size ghg emission disclosure study contribution ghg emission disclosure literature factors companies emission disclosure indonesia authors edp sciences,0,146
road construction role important success country development provision transportation access green house gases ghg emission impact activities trigger warming stage material production ghg emission cycle road construction research co2 ch4 n2o emission material production aggregates road construction objects stone crushers sites java pancadarma surakarta bengawan readymix boyolali jaya mix salatiga kragilan boyolali method calculation emission formula panel climate change ipcc approach fuel consumption data bottomup approach data ghg emission aggregates production tonco2year tonch4year tonn2oyear emission value jaya mix salatiga kgco2 substages aggregates emission processing aggregates transportation distribution research value emission aggregates process fuel consumption tendency inefficiency transportation stages publication,0,146
analysis greenhouse gas ghg emissions tempeh industries indonesia rumah tempe indonesia tempeh industry process production industries kedaung south tangerang indonesia equipment tempeh characteristics total ghg emissions tempeh rti purpose study total ghg emissions tempeh production rti industry life cycle assessment lca tool impacts product process study lca method cmlia baseline v301world pctool pre analysis result ghg emissions impact tempeh industry kedaung ghg emissions rti ghg emissions tempeh kedaung rti co2 eqkg tempeh result industry energy boiling splitting processes ghg emissions industry energy consumption process production co2 emissions tempeh kedaung tempeh processing ghg emissions substances electricity rti tempeh processing ghg emissions rest wastewater authors,0,146
land reclamation activities environment examples effects alterations geomorphology variations content water changes composition zone impacts changes vulnerability disasters reclamation processes greenhouse gas ghg emissions vehicle machinery fuel use release carbon vegetation soils sediment mangroves seagrass ecosystems extent land reclamation scale emissions interest case jakarta bay insights management land development projects indonesia parts asia land mass jakarta bay reclamation analysis area metres sand marine quarry area study sources ghg emissions activities opportunities audience paper policymakers practitioners city developers postgraduate scholars land reclamation infrastructure developments regents university california,0,146
waste management step greenhouse gas ghg emissions treatment methods sources sites impact study guidelines waste management strategy depok indonesia emissions waste management scenarios city scenarios treatments application waste treatment unit wtu incinerator anaerobic digester composting scenario treatment tonsday waste msw tons wtu tonsday digestion tonsday landfill depok scenario ghg emissions co2eqday co2eqday transportation co2eqday wtu co2eqday co2eqday digestion co2eqday landfill contrast scenario citys waste management approach ghg emissions co2eqday treatment tonsday msw landfill tonsday burning tonsday mrf tonsday digestion tonsday authors,0,146
rubber commodity world properties elasticity rubber products tire sport equipment devices demand products demand rubber future demand increasing rubber production rubber products processing rubber manufacturing process crepe rubber processing latex centrifuge processing processes source income countries indonesia malaysia thailand citizen countries despite impacts impacts rubber primary processing greenhouse gas emission water energy consumption sustainability monitoring sustainability impacts rubber processing sustainability assessment procedure sustainability impacts products process policies paper sustainability assessment process rubber processing iop ltd rights,0,146
indonesia greenhouse gas emission reduction commitments emissions deforestation forest degradation degradation action plan greenhouse gas emissions reductions indonesias plan indonesias emission reduction commitments phase research design implementation actions emissions forestry degradation actions link emission sources actions evidence link factors actions emissions agriculture peatland information implementation actions analysis indicators action plan reductions emissions explanation design actions policies variety objectives climate change actions,0,146
timber harvest regions dollars exports area forests timber harvesting greenhouse gas emissions forests means volumes greenhouse gas emissions study paper algorithm lidar area timber harvest impact categories roadsdecks trails gaps algorithm harvest areas concessions kalimantan indonesia concessions timber volumes greenhouse gas emissions field data trees order data volumes factors timber volumes greenhouse gas emissions regression parameters equation areas roads skid trails gaps variation data situations rivers place roads timber instances equation skid trail gap attribute data equation variation equation use scenarios lidar data resolution imagery length roads volumes case variation application equation estimation volumes greenhouse gas emissions concessions application equations areas concessions regions country equations way volumes timber extraction ground data greenhouse gas emissions volumes methodology countries authors iop publishing ltd,0,146
drilling project tidp indonesia term development plan project bintuni bay papua barat province drilling campaign development exploration appraisal wells bay scope work tidp requirement approach drilling fluids cuttings management strategy team wells engineering operations health safety environment wells delivery compliance environment communications affair permits fluids strategy option bpeo tool assessment model weightings criteria criteria sensitivity bpeo process flow define objectives decision criteria scoring matrices weight decision criteria options assessment review rank options bpeo study cost effectiveness application efficiency risk mitigation elimination term liability waste processing disposal place rig site study option drilling locations constraints recommendation option drilling cuttings reinjection dcri locations tangguh study team safety risk drilling handling transportation drilling cuttings fluids waste costs dcri wells drilling days jack rig scope impact carbon footprint greenhouse gases drilling activities vessel utilization result bpeo management engineers operations team process option scenarios project justification regulators permitting process technology conference,0,146
southeast asia world market destination companies businesses number companies region levels co2 emissions transport logistics activity paper co2 emissions framework conditions region level emissions case study indonesia steps design framework research frameworks co2 emissions logistics second model co2 emissions calculation factors calculations model distribution network data companies indonesia output research framework companies co2 emissions level emissions companies indonesia addition impact distribution network scenarios co2 emissions ijtech,0,146
climate change government republic indonesia role participation attempt greenhouse gas grk emission action program sectors production grk transportation condition roads speed vehicles study relationship road condition travel speed co2 emission research class roads brebes stages study road condition method speed vehicle sample road data travel speed value co2 emission ipcc result study road condition factor travel speed value pci points value co2 emissions vehicles research road condition brebes district order action plan greenhouse gas emissions reduction authors edp sciences,0,146
materials issue greenhouse gasses cement production solution concrete ash basedgeopolymer differences coal ash lead chemical contents fly ash composition alkali paste differences strength paste silica alumina ratio factor strength bond silicaalumina microstructure strength paper ratio aluminium substance sources aluminium substance fly ashes amounts al2o3 efforts result addition aluminium powder differences strength powder addition fly ash strength methods mixing trigger strength authors edp sciences,0,146
study impact governance board commissioners directors gender diversity committees greenhouse gas disclosure method study sampling method total manufacturing companies indonesia stock exchange regression analysis results role board commissioners control reduction greenhouse gases company board directors effect disclosure greenhouse gases emission gas reduction litigation pressure expenditure gender diversity role women men risk committees disclosure greenhouse gases establishment committee company asers rights,0,146
road infrastructure indonesia pavement construction process concerns terms environment study carbon footprint pavement objectives construction process relation greenhouse gas ghg emissions terms carbon dioxide equivalents co2e process production transportation materials operation plant project data collection site observations interviews project stakeholders results emissions tonnes co2e tonnes co2e activities tonnes co2e activities co2e emissions use plant activities tonnes co2e material transportation findings perspective carbon footprint pavement need use plant construction process contribution co2e study understanding impact pavement projects indonesia road framework authors edp sciences,0,146
indonesia country deforestation rate world rate land use change indonesia greenhouse gas emitters world cause indonesias dependence sector role sectors economy study accounting matrix sam tendency sector effect economy indonesias economy sector contribution economy rate deforestation analysis deforestation rate establishment plantation areas palm oil rate logging malahayati gruyter,0,146
increase greenhouse gasses effect causes climate change use vehicles fuels contributors pollution warming reason dependence lack indonesias petroleum reserves opec countries researchers vehicles pollution implementation vehicles electric train tram bus vehicles rails electricity supplies grid tracks type vehicle rail way electricity supplies vehicles power storage battery advantage roaming area recharging techniques vehicles battery charging process vehicle mobility transport bus charging time licence iop publishing ltd,0,146
production feedstocks laboratory scale potential scale future impact biodiesel production study performance production multifeedstock biodiesel oil biodiesel production indonesia life cycle biodiesel production impact plantation stage palm oil biodiesel production landuse change scrubland plantations crops soybean canola sunflower oil palm contribution tco2 ghg emissions tonne biodiesel oil palm plantation value tco2 impacts ecotoxicity eutrophication acidification warming plantation activities use fertilisers cultivation crops environment oil palm fertilisers use soybean canola sunflower multifeedstock biodiesel burden palm oil biodiesel,2,27
stockpile fuels temperature greenhouse effect factors civilization sustainability biomass energy source dependency fuels whilst time greenhouse gas emmissions carbon neutrality palm oil industry source biomass indonesia quantity inline growth industry wastes palm oil processing palm kernel shell oil palm biomass potential source energy caloric value properties source energy industries conversion processes prerequisite feasibility study aspects term perspective supply demand analysis review palm kernel shell supply chain situation literature studies field observations supply demand characteristics supply chain model palm kernel shell characteristics precursor potential energy source context authors cbiore,2,27
indonesia palm nation decades malaysia palm oil countrys development refutation deforestation degradation tensions palm oil industry producers greenhouse gases co2 government indonesia goi palm oil industry despite strain european union millions workers industries livelihoods goi palm oil firm palm oil ispo certification impacts palm oil industry ispo certificate palm oil companies ispo regulation co2 greenhouse gasses ispo guidelines palm oil industry industry environment paper implementation indonesias palm oil industry situation ispo rspo palm oil licence iop publishing ltd,2,27
energy directive red use palm oil biodiesel feedstock concerns reasons initiative study impact import ban indonesia level scenarios import ban analysis inputoutput mrio extensions study import ban palm oil indonesias gdp employment baseline level north sumatra lampung central kalimantan south kalimantan impact product import ban job losses oilseeds sector jobs jobs loss study import ban ghg emissions land use carbon sequestration tons tons assumption rewilding reduction land use oilseed study import ban palm oil impacts level policy carbon sequestration co2 vegetation soil authors,2,27
concern development sustainability indonesia sustainability policy palm oil sustainability ispo decree number certification system palm oil plantations governments palm oil market demand expansion oil palm plantations land expansion hazards deforestation loss biodiversity greenhouse gas emissions land damage hand threat development palm oil industry pressure stakeholders practices production activities impacts sustainability principles government companies smallholders palm oil associations ingongo synergies solutions ispo certification scheme article actors palm oil industry relationship pattern actors author method multistakeholder approach actors sustainability issues palm oil industry sustainability commitments results indonesia imbalance ispo certification indonesia multistakeholder actors state company igo society licence iop publishing ltd,2,27
