% of total 'Counts' by 'Word',,
,,
,Word,Sum of Counts
,forestation,0.00%
,hilly,0.00%
,ferry,0.00%
,fold,0.00%
,governmental,0.00%
,hong,0.00%
,fossilized,0.00%
,gloomy,0.00%
,financing,0.00%
,flurry,0.00%
,fourteen,0.00%
,harvestable,0.00%
,gradients,0.00%
,firmly,0.00%
,genetic,0.00%
,geoscience,0.00%
,gentungan,0.00%
,hdg,0.00%
,grains,0.00%
,heal,0.00%
,genuine,0.00%
,funnel,0.00%
,fleet,0.00%
,fmols,0.00%
,geographic,0.00%
,formal,0.00%
,fifth,0.00%
,fvw,0.00%
,granular,0.00%
,heritage,0.00%
,grass,0.00%
,hevs,0.00%
,grassland,0.00%
,generalisation,0.00%
,gratuita,0.00%
,galli,0.00%
,geographical,0.00%
,gams,0.00%
,gdrp,0.00%
,holder,0.00%
,geographies,0.00%
,glass,0.00%
,finer,0.00%
,homicides,0.00%
,flood,0.00%
,hope,0.00%
,fight,0.00%
,host,0.00%
,greedy,0.00%
,hottest,0.00%
,firebase,0.00%
,glued,0.00%
,greener,0.00%
,harmonization,0.00%
,francoangeli,0.00%
,fumes,0.00%
,greenland,0.00%
,file,0.00%
,greenport,0.00%
,harvests,0.00%
,gresik,0.00%
,hause,0.00%
,geography,0.00%
,having,0.00%
,geohazards,0.00%
,geospatial,0.00%
,ferries,0.00%
,fma,0.00%
,freely,0.00%
,fits,0.00%
,grosso,0.00%
,geotiff,0.00%
,fired,0.00%
,gep,0.00%
,florence,0.00%
,fungi,0.00%
,fishbone,0.00%
,getting,0.00%
,gasifying,0.00%
,heaviest,0.00%
,houses,0.00%
,flammable,0.00%
,howson,0.00%
,forma,0.00%
,hpal,0.00%
,fog,0.00%
,geomate,0.00%
,formaldehyde,0.00%
,hub,0.00%
,fvwmanagement,0.00%
,gaw,0.00%
,herd,0.00%
,geometry,0.00%
,heterogeneity,0.00%
,firewood,0.00%
,gift,0.00%
,guinea,0.00%
,gis,0.00%
,guineensis,0.00%
,hierarchical,0.00%
,geomorphic,0.00%
,gadjah,0.00%
,gwh,0.00%
,gains,0.00%
,fluctuate,0.00%
,hill,0.00%
,fronds,0.00%
,historic,0.00%
,geomorphology,0.00%
,historically,0.00%
,habits,0.00%
,hohai,0.00%
,hadiwijoyo,0.00%
,holders,0.00%
,flue,0.00%
,hole,0.00%
,hairiah,0.00%
,holistically,0.00%
,fluid,0.00%
,format,0.00%
,halimun,0.00%
,glimpse,0.00%
,forecasts,0.00%
,hood,0.00%
,halogenated,0.00%
,gebang,0.00%
,halosteric,0.00%
,horn,0.00%
,hamlet,0.00%
,gemi,0.00%
,fluidization,0.00%
,followup,0.00%
,firing,0.00%
,folu,0.00%
,harbour,0.00%
,glucan,0.00%
,geophysics,0.00%
,harm,0.00%
,fertile,0.00%
,frequent,0.00%
,foot,0.00%
,figures,0.00%
,hpa,0.00%
,flowability,0.00%
,hsd,0.00%
,gruyter,0.00%
,fertilisation,0.00%
,gtap,0.00%
,gaung,0.00%
,gton,0.00%
,guidance,0.00%
,doubt,0.00%
,disappointing,0.00%
,fee,0.00%
,dozen,0.00%
,dwellers,0.00%
,empirically,0.00%
,farther,0.00%
,divergent,0.00%
,explorative,0.00%
,erratic,0.00%
,entropy,0.00%
,ecotoxicity,0.00%
,dissemination,0.00%
,errors,0.00%
,discernible,0.00%
,dirty,0.00%
,eesti,0.00%
,eruptions,0.00%
,electronic,0.00%
,erythrina,0.00%
,exponentially,0.00%
,escalation,0.00%
,extensions,0.00%
,drainability,0.00%
,extra,0.00%
,encouraging,0.00%
,domain,0.00%
,encroachment,0.00%
,elastic,0.00%
,dominance,0.00%
,fanp,0.00%
,electrolysis,0.00%
,farmhouse,0.00%
,econometric,0.00%
,ecologically,0.00%
,diversified,0.00%
,downhole,0.00%
,ecoinvent,0.00%
,equitable,0.00%
,drastic,0.00%
,ehrlich,0.00%
,eta,0.00%
,explosion,0.00%
,drastically,0.00%
,exporter,0.00%
,energetically,0.00%
,entirely,0.00%
,ethiopia,0.00%
,entrepreneurs,0.00%
,dream,0.00%
,educational,0.00%
,eua,0.00%
,dvi,0.00%
,dredging,0.00%
,exudates,0.00%
,drier,0.00%
,dispossession,0.00%
,electron,0.00%
,elaeis,0.00%
,driscoll,0.00%
,facts,0.00%
,drive,0.00%
,epa,0.00%
,evaluations,0.00%
,episode,0.00%
,evaluative,0.00%
,elasticities,0.00%
,elimination,0.00%
,farmland,0.00%
,evenly,0.00%
,elasticity,0.00%
,elites,0.00%
,faults,0.00%
,efficiencies,0.00%
,fear,0.00%
,discourse,0.00%
,emmissions,0.00%
,everyday,0.00%
,distant,0.00%
,elsasser,0.00%
,explanatory,0.00%
,displacements,0.00%
,explicitly,0.00%
,dominantly,0.00%
,eighth,0.00%
,division,0.00%
,exploratory,0.00%
,distributors,0.00%
,exponential,0.00%
,eco,0.00%
,eiu,0.00%
,documents,0.00%
,exports,0.00%
,exactness,0.00%
,electronics,0.00%
,emanations,0.00%
,extension,0.00%
,engines,0.00%
,dunlap,0.00%
,examples,0.00%
,duration,0.00%
,discrepancies,0.00%
,element,0.00%
,discard,0.00%
,ekman,0.00%
,distress,0.00%
,extracellular,0.00%
,eds,0.00%
,extrapolation,0.00%
,exchangers,0.00%
,dwellings,0.00%
,effluents,0.00%
,dorian,0.00%
,disposizione,0.00%
,facilitation,0.00%
,exemptions,0.00%
,dynamically,0.00%
,exergy,0.00%
,environmentalists,0.00%
,donor,0.00%
,doses,0.00%
,exhibits,0.00%
,dissonant,0.00%
,exiobase,0.00%
,emitted,0.00%
,dryland,0.00%
,eocene,0.00%
,economical,0.00%
,family,0.00%
,enormous,0.00%
,fans,0.00%
,expanses,0.00%
,faostat,0.00%
,enriched,0.00%
,earthquake,0.00%
,expansive,0.00%
,ease,0.00%
,expectancy,0.00%
,easier,0.00%
,expectations,0.00%
,easiest,0.00%
,dryness,0.00%
,emitter,0.00%
,expenditures,0.00%
,fastest,0.00%
,educated,0.00%
,fatmawati,0.00%
,embodied,0.00%
,equally,0.00%
,experiences,0.00%
,distances,0.00%
,doomsday,0.00%
,fears,0.00%
,dsr,0.00%
,distinctive,0.00%
,discolor,0.00%
,downwelling,0.00%
,disadvantages,0.00%
,feebate,0.00%
,egg,0.00%
,domestically,0.00%
,dual,0.00%
,eggs,0.00%
,feedstocks,0.00%
,exacerbates,0.00%
,exact,0.00%
,enc,0.00%
,continuum,0.00%
,continental,0.00%
,controllable,0.00%
,connections,0.00%
,continuity,0.00%
,crista,0.00%
,concurrently,0.00%
,cons,0.00%
,derivation,0.00%
,date,0.00%
,desulfurizing,0.00%
,david,0.00%
,developments,0.00%
,costa,0.00%
,compliant,0.00%
,converted,0.00%
,dinosaurs,0.00%
,costliest,0.00%
,converse,0.00%
,criticism,0.00%
,desaign,0.00%
,converts,0.00%
,consequent,0.00%
,criticsm,0.00%
,deteriorated,0.00%
,croatia,0.00%
,devastation,0.00%
,deadliest,0.00%
,devices,0.00%
,dearth,0.00%
,dam,0.00%
,controls,0.00%
,diffraction,0.00%
,controversial,0.00%
,dilemma,0.00%
,con,0.00%
,danger,0.00%
,constantly,0.00%
,crepe,0.00%
,constituent,0.00%
,depression,0.00%
,decar,0.00%
,correspondingly,0.00%
,copia,0.00%
,description,0.00%
,conduits,0.00%
,desirable,0.00%
,constituents,0.00%
,congestion,0.00%
,copenhagen,0.00%
,continued,0.00%
,decks,0.00%
,corrosion,0.00%
,cordex,0.00%
,corruption,0.00%
,declarations,0.00%
,developers,0.00%
,counterproductive,0.00%
,cylinder,0.00%
,decomposability,0.00%
,cyprinus,0.00%
,decomposable,0.00%
,crd,0.00%
,cookstoves,0.00%
,contrary,0.00%
,construct,0.00%
,difficulties,0.00%
,crossflow,0.00%
,compressors,0.00%
,decree,0.00%
,digitization,0.00%
,ded,0.00%
,dimensional,0.00%
,controversy,0.00%
,diospyros,0.00%
,consent,0.00%
,creditable,0.00%
,deeper,0.00%
,directions,0.00%
,crucially,0.00%
,depositional,0.00%
,defense,0.00%
,depot,0.00%
,conceivable,0.00%
,cultivars,0.00%
,crumb,0.00%
,conceivably,0.00%
,deficits,0.00%
,derive,0.00%
,definition,0.00%
,copper,0.00%
,crusher,0.00%
,continent,0.00%
,defra,0.00%
,convenient,0.00%
,compositions,0.00%
,desk,0.00%
,degradations,0.00%
,destination,0.00%
,crushers,0.00%
,cows,0.00%
,degrades,0.00%
,curtin,0.00%
,degrading,0.00%
,cpf,0.00%
,degree,0.00%
,cplex,0.00%
,crust,0.00%
,determination,0.00%
,consuming,0.00%
,corpora,0.00%
,cryosphere,0.00%
,devastating,0.00%
,delphi,0.00%
,congress,0.00%
,compliance,0.00%
,cycling,0.00%
,consumptions,0.00%
,cosmetics,0.00%
,democratic,0.00%
,device,0.00%
,demonstration,0.00%
,dewi,0.00%
,denialism,0.00%
,coordinated,0.00%
,cooling,0.00%
,concentrates,0.00%
,csc,0.00%
,contracts,0.00%
,denmark,0.00%
,contradictory,0.00%
,correlative,0.00%
,conclusive,0.00%
,densely,0.00%
,concretization,0.00%
,denser,0.00%
,difficulty,0.00%
,conventionally,0.00%
,digestate,0.00%
,densities,0.00%
,damaging,0.00%
,concession,0.00%
,condensate,0.00%
,coupled,0.00%
,digsilent,0.00%
,dependable,0.00%
,dimension,0.00%
,cooper,0.00%
,dan,0.00%
,dependencies,0.00%
,dioscorea,0.00%
,cssfv,0.00%
,condenser,0.00%
,contamination,0.00%
,diplomatic,0.00%
,depleting,0.00%
,dire,0.00%
,cuba,0.00%
,crenarchaeota,0.00%
,correspond,0.00%
,directive,0.00%
,corresponding,0.00%
,deposition,0.00%
,death,0.00%
,composite,0.00%
,bengkulu,0.00%
,california,0.00%
,carpio,0.00%
,bppt,0.00%
,bnpb,0.00%
,brackish,0.00%
,columns,0.00%
,branches,0.00%
,catchment,0.00%
,cbiore,0.00%
,benchmarking,0.00%
,ccr,0.00%
,bbm,0.00%
,branco,0.00%
,benoa,0.00%
,brantas,0.00%
,comfortable,0.00%
,cdp,0.00%
,bering,0.00%
,cell,0.00%
,biogeochemical,0.00%
,bioindustrial,0.00%
,calories,0.00%
,cellulose,0.00%
,bio,0.00%
,break,0.00%
,clustering,0.00%
,breakeven,0.00%
,coasts,0.00%
,breaks,0.00%
,coffea,0.00%
,cementitious,0.00%
,bonding,0.00%
,cements,0.00%
,combining,0.00%
,cempo,0.00%
,cargo,0.00%
,cent,0.00%
,borer,0.00%
,breast,0.00%
,catalyst,0.00%
,beautiful,0.00%
,caterpillar,0.00%
,behaviours,0.00%
,biogeophysical,0.00%
,centralised,0.00%
,callophylum,0.00%
,brickquetess,0.00%
,calorimeter,0.00%
,centrifuge,0.00%
,bintuni,0.00%
,brics,0.00%
,bmu,0.00%
,cepu,0.00%
,clouds,0.00%
,brief,0.00%
,cml,0.00%
,certainly,0.00%
,bengaluru,0.00%
,certainty,0.00%
,bogoriense,0.00%
,briefly,0.00%
,boiling,0.00%
,brigade,0.00%
,caprocks,0.00%
,certified,0.00%
,car,0.00%
,cesm,0.00%
,colonies,0.00%
,cessation,0.00%
,combinations,0.00%
,brine,0.00%
,bbg,0.00%
,cfs,0.00%
,bontosalama,0.00%
,bevs,0.00%
,bootstrap,0.00%
,brteam,0.00%
,boreal,0.00%
,biomasses,0.00%
,cash,0.00%
,biomes,0.00%
,beach,0.00%
,budapest,0.00%
,bottleneck,0.00%
,bezerra,0.00%
,box,0.00%
,chamber,0.00%
,compendium,0.00%
,chambers,0.00%
,competitiveness,0.00%
,champion,0.00%
,belitung,0.00%
,chan,0.00%
,clauses,0.00%
,budgetary,0.00%
,caloric,0.00%
,bfast,0.00%
,bintang,0.00%
,channel,0.00%
,blooms,0.00%
,channels,0.00%
,climates,0.00%
,bioone,0.00%
,climatological,0.00%
,bidirectional,0.00%
,clis,0.00%
,beings,0.00%
,canadian,0.00%
,bioreactors,0.00%
,bioavailable,0.00%
,charge,0.00%
,beds,0.00%
,biosphere,0.00%
,clusters,0.00%
,charnes,0.00%
,beet,0.00%
,chartacea,0.00%
,cao,0.00%
,chatting,0.00%
,coastline,0.00%
,bekasi,0.00%
,bengawan,0.00%
,burdens,0.00%
,cocos,0.00%
,checking,0.00%
,boilers,0.00%
,checklist,0.00%
,bolivia,0.00%
,birth,0.00%
,bomb,0.00%
,belawan,0.00%
,cold,0.00%
,chemistry,0.00%
,collapse,0.00%
,bjerknes,0.00%
,collective,0.00%
,burners,0.00%
,colombia,0.00%
,black,0.00%
,column,0.00%
,chm,0.00%
,bondowoso,0.00%
,blades,0.00%
,combined,0.00%
,blang,0.00%
,carbonate,0.00%
,chromatography,0.00%
,carbonator,0.00%
,chronic,0.00%
,bonization,0.00%
,chronological,0.00%
,commercialization,0.00%
,cibinong,0.00%
,caribbean,0.00%
,bebek,0.00%
,carp,0.00%
,buying,0.00%
,border,0.00%
,circa,0.00%
,benowo,0.00%
,circuit,0.00%
,boring,0.00%
,cadastral,0.00%
,commonwealth,0.00%
,cages,0.00%
,communications,0.00%
,circumstance,0.00%
,cat,0.00%
,circumstances,0.00%
,botanical,0.00%
,bed,0.00%
,beams,0.00%
,calciner,0.00%
,beans,0.00%
,blessings,0.00%
,comparatively,0.00%
,civil,0.00%
,compartment,0.00%
,civilization,0.00%
,compensations,0.00%
,claims,0.00%
,competitive,0.00%
,clarity,0.00%
,competitors,0.00%
,calculated,0.00%
,billions,0.00%
,agile,0.00%
,australian,0.00%
,agroecosystem,0.00%
,agung,0.00%
,agent,0.00%
,adults,0.00%
,bangsri,0.00%
,acceptability,0.00%
,applicable,0.00%
,appraisal,0.00%
,adequacy,0.00%
,advancement,0.00%
,andaman,0.00%
,acceptable,0.00%
,banana,0.00%
,aimms,0.00%
,bare,0.00%
,aims,0.00%
,basins,0.00%
,advantageous,0.00%
,aalborg,0.00%
,airborne,0.00%
,aminotransferase,0.00%
,alöki,0.00%
,agendas,0.00%
,aquatic,0.00%
,azad,0.00%
,abandonment,0.00%
,andusti,0.00%
,arabian,0.00%
,accountability,0.00%
,aaiw,0.00%
,antagonism,0.00%
,arable,0.00%
,agrobiodiversity,0.00%
,archaea,0.00%
,anthropometric,0.00%
,alarming,0.00%
,apartment,0.00%
,adversely,0.00%
,agronomical,0.00%
,alata,0.00%
,acidic,0.00%
,advisory,0.00%
,austral,0.00%
,albeit,0.00%
,authorities,0.00%
,ardila,0.00%
,amplicon,0.00%
,aeolian,0.00%
,anaerobically,0.00%
,accessibility,0.00%
,bayah,0.00%
,algal,0.00%
,analyzer,0.00%
,areal,0.00%
,backbones,0.00%
,algeria,0.00%
,badan,0.00%
,achievement,0.00%
,bahamas,0.00%
,arid,0.00%
,ago,0.00%
,arima,0.00%
,announcement,0.00%
,arise,0.00%
,anova,0.00%
,arjuno,0.00%
,bangka,0.00%
,aromatic,0.00%
,antecedent,0.00%
,arrangement,0.00%
,baptist,0.00%
,arranges,0.00%
,barley,0.00%
,alien,0.00%
,basal,0.00%
,arsonists,0.00%
,baselines,0.00%
,achievements,0.00%
,basically,0.00%
,aliphatic,0.00%
,batang,0.00%
,alkali,0.00%
,appliances,0.00%
,artocarpus,0.00%
,attributes,0.00%
,arvi,0.00%
,audience,0.00%
,alleviation,0.00%
,audits,0.00%
,aerobic,0.00%
,acidity,0.00%
,ashes,0.00%
,additive,0.00%
,actually,0.00%
,amid,0.00%
,almighty,0.00%
,additives,0.00%
,asif,0.00%
,amplitude,0.00%
,adaptability,0.00%
,autotrophic,0.00%
,aess,0.00%
,analogue,0.00%
,alpine,0.00%
,aviation,0.00%
,alps,0.00%
,award,0.00%
,assemblages,0.00%
,accordingly,0.00%
,alteration,0.00%
,axils,0.00%
,asses,0.00%
,bacillus,0.00%
,assess,0.00%
,ages,0.00%
,alterations,0.00%
,acoustic,0.00%
,aez,0.00%
,bag,0.00%
,asset,0.00%
,aard,0.00%
,assets,0.00%
,bakung,0.00%
,assignment,0.00%
,angular,0.00%
,affair,0.00%
,act,0.00%
,assists,0.00%
,balikpapan,0.00%
,associate,0.00%
,agri,0.00%
,affairs,0.00%
,adjustments,0.00%
,affected,0.00%
,answer,0.00%
,alters,0.00%
,accelerated,0.00%
,assumed,0.00%
,agro,0.00%
,altman,0.00%
,agrobacterium,0.00%
,assumptions,0.00%
,anthracite,0.00%
,assurance,0.00%
,bantul,0.00%
,asynchronous,0.00%
,barat,0.00%
,affects,0.00%
,barito,0.00%
,alumina,0.00%
,barrier,0.00%
,affordability,0.00%
,anticipated,0.00%
,att,0.00%
,anu,0.00%
,amalgamation,0.00%
,administrator,0.00%
,amazon,0.00%
,basepoints,0.00%
,amazonia,0.00%
,abrupt,0.00%
,amazonian,0.00%
,adoptions,0.00%
,affordable,0.00%
,apparent,0.00%
,ambitions,0.00%
,batchly,0.00%
,attitudes,0.00%
,appliance,0.00%
,accord,0.00%
,bawen,0.00%
,adaptations,0.00%
,agar,0.00%
,sun,0.00%
,analytic,0.00%
,Grand Total,100.00%
